Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team
4,6,Brendan Tew,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
5,7,Andrew Feder,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
6,9,Thomas Kuryla,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
7,10,Alex Bliesener,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
8,11,Cam Lauzon,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
9,12,Scott Swan,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
10,13,Alex Jackel,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
11,14,Pat Delaney,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
12,15,Evan Valenti,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
13,18,Daniel Millin,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
14,19,Connor Morgan,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
15,20,Connor Morton,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
16,21,Jacob Bourquin,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
17,22,Paul Bates,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
18,24,Jacob Liebowitz,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
19,27,Ryan Wojciechowski,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
20,28,Bryan Guetens,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
21,30,Philip Ulfson,0,0,0,0,0,0,0,0,M2 Eastern Connecticut State Univ.
0,16,Brett Sardina,10,8,10,18,0,1,4,0,M2 Erie Community College
1,10,Shawn Kross,8,8,8,16,0,1,0,0,M2 Erie Community College
2,17,Timothy Bogdan,8,2,3,5,0,0,2,1,M2 Erie Community College
3,19,John Mueller,9,3,1,4,0,0,2,0,M2 Erie Community College
4,5,Ryan Kelly,10,1,3,4,0,0,2,1,M2 Erie Community College
5,15,Hunter Golovin,10,1,3,4,0,0,6,0,M2 Erie Community College
6,26,Nolan OHara,9,2,1,3,2,0,0,0,M2 Erie Community College
7,7,Michael Velasquez,8,1,2,3,0,0,0,0,M2 Erie Community College
8,12,Cole Miller,10,1,1,2,0,0,2,0,M2 Erie Community College
9,24,Chase Judkiewicz,10,1,1,2,1,0,0,0,M2 Erie Community College
10,25,Kyle O Brien,10,1,1,2,0,0,2,0,M2 Erie Community College
11,11,Angelo Iglesias,9,1,1,2,0,0,0,0,M2 Erie Community College
12,23,Colin Regian,7,0,2,2,0,0,0,0,M2 Erie Community College
13,28,Dylan Krzykowski,10,1,0,1,0,0,0,0,M2 Erie Community College
14,6,Michael Jankowski,9,1,0,1,0,0,2,1,M2 Erie Community College
15,3,Daniel Berke,10,0,1,1,0,0,10,0,M2 Erie Community College
16,8,Evan Shanley,8,0,1,1,0,0,2,0,M2 Erie Community College
17,18,Zachary Volino,8,0,1,1,0,0,2,0,M2 Erie Community College
18,27,Zachary Micholas,6,0,1,1,0,0,0,0,M2 Erie Community College
19,31,Hadley Heath,8,0,0,0,0,0,0,0,M2 Erie Community College
20,21,Matthew Songin,6,0,0,0,0,0,2,0,M2 Erie Community College
21,9,Dylan Giancarlo,5,0,0,0,0,0,0,0,M2 Erie Community College
22,22,Kyle Mcnamara,5,0,0,0,0,0,4,0,M2 Erie Community College
23,4,Colton Czajka,4,0,0,0,0,0,0,0,M2 Erie Community College
24,1,Michael Lisman,2,0,0,0,0,0,0,0,M2 Erie Community College
25,0,Will Korczynski,1,0,0,0,0,0,0,0,M2 Erie Community College
26,14,David Held,1,0,0,0,0,0,2,0,M2 Erie Community College
27,30,Joshua Mitchell,1,0,0,0,0,0,0,0,M2 Erie Community College
0,16,Colin Voloshin,2,2,1,3,0,0,0,0,M2 Hobart College
1,15,Sean Mccarthy,2,1,2,3,0,0,12,0,M2 Hobart College
2,4,Andrew Deliochi,3,0,3,3,0,0,0,0,M2 Hobart College
3,2,Nicco Pastore,2,2,0,2,0,0,20,0,M2 Hobart College
4,7,jack Baron,2,2,0,2,0,1,26,0,M2 Hobart College
5,9,Chris Bracco,2,0,2,2,0,0,2,0,M2 Hobart College
6,5,Luke Stapleton,3,1,0,1,0,1,4,0,M2 Hobart College
7,11,Kevin Robinson,1,1,0,1,0,0,0,0,M2 Hobart College
8,17,Peter Reagan,1,1,0,1,0,0,0,0,M2 Hobart College
9,19,Guilford Daley,3,0,1,1,0,0,4,0,M2 Hobart College
10,13,Brendan Goostrag,2,0,1,1,0,0,0,0,M2 Hobart College
11,33,Justin Lampert,2,0,1,1,0,0,4,0,M2 Hobart College
12,6,Nick Smith,3,0,0,0,0,0,16,0,M2 Hobart College
13,10,Joseph Ansaldo,2,0,0,0,0,0,25,0,M2 Hobart College
14,12,Reed Tansil,2,0,0,0,0,0,0,0,M2 Hobart College
15,15,David Reagan,2,0,0,0,0,0,2,0,M2 Hobart College
16,20,William Payne,2,0,0,0,0,0,10,0,M2 Hobart College
17,3,Ryan Catlin,1,0,0,0,0,0,10,0,M2 Hobart College
18,8,Ryan Mulhern,1,0,0,0,0,0,0,0,M2 Hobart College
19,8,Michael Ansaldo,1,0,0,0,0,0,0,0,M2 Hobart College
20,11,Teagan Meehan,1,0,0,0,0,0,2,0,M2 Hobart College
21,14,Teddy Locke,1,0,0,0,0,0,0,0,M2 Hobart College
22,17,Ryan Catlin,1,0,0,0,0,0,0,0,M2 Hobart College
0,8,Kyle Carignan,21,14,22,36,2,1,8,2,M2 Keene State College
1,14,Philip Sweeney,20,10,26,36,3,0,10,1,M2 Keene State College
2,20,Joseph Nutting,22,11,20,31,3,1,0,3,M2 Keene State College
3,24,Joseph Silva,19,16,12,28,2,0,4,1,M2 Keene State College
4,18,Andrew Lusignan,20,20,5,25,4,2,6,4,M2 Keene State College
5,15,Lucas Poulin,21,3,21,24,1,0,44,0,M2 Keene State College
6,6,Mario Serra,22,13,6,19,1,0,8,0,M2 Keene State College
7,22,Michael Boldy,21,6,7,13,0,1,2,1,M2 Keene State College
8,23,Christopher Boucher,19,7,5,12,0,0,4,1,M2 Keene State College
9,11,Jackson Puzzo,15,4,8,12,0,0,9,1,M2 Keene State College
10,27,Aaron Harmon,17,5,5,10,2,0,42,1,M2 Keene State College
11,5,Dillon Dodge,14,5,3,8,1,0,0,0,M2 Keene State College
12,13,Bryce Blanchard,16,4,4,8,0,0,8,2,M2 Keene State College
13,10,Domenic Federico,19,2,6,8,0,0,6,0,M2 Keene State College
14,2,Drew Merrick,20,2,4,6,1,0,18,0,M2 Keene State College
15,21,Jake Clark,16,1,5,6,0,0,22,0,M2 Keene State College
16,4,Noah Sanders,22,0,6,6,0,0,10,0,M2 Keene State College
17,26,Jake Melisi,19,0,5,5,0,0,22,0,M2 Keene State College
18,7,John Holleran,15,0,4,4,0,0,4,0,M2 Keene State College
19,16,Timothy Paige,13,2,1,3,0,0,6,1,M2 Keene State College
20,9,Christopher Bertone,5,2,1,3,0,0,4,0,M2 Keene State College
21,19,Dillon Mensing,6,1,2,3,0,0,16,0,M2 Keene State College
22,17,Cullen Gustafson,19,0,3,3,0,0,16,0,M2 Keene State College
23,25,Anthony Federico,5,0,2,2,0,0,0,0,M2 Keene State College
24,3,Nathan Pacheco,7,0,1,1,0,0,0,0,M2 Keene State College
25,30,Carlin Testa,14,0,0,0,0,0,6,0,M2 Keene State College
26,33,Jordan Puzzo,9,0,0,0,0,0,0,0,M2 Keene State College
27,0,Gaetano Delonge,2,0,0,0,0,0,6,0,M2 Keene State College
28,35,Shane Gorrie,1,0,0,0,0,0,15,0,M2 Keene State College
29,1,Isaac Jasinski,0,0,0,0,0,0,0,0,M2 Keene State College
0,10,Garrett Mast,22,10,18,28,2,0,16,2,M2 Marist College
1,24,Brendan Buckley,20,13,12,25,4,1,35,2,M2 Marist College
2,3,Brian Hogan,21,14,6,20,1,2,41,2,M2 Marist College
3,18,Bryce Gomez,22,7,13,20,2,1,10,1,M2 Marist College
4,20,Eric Schweitzer,22,8,10,18,1,0,4,2,M2 Marist College
5,9,Seamus Orourke,22,4,11,15,0,1,24,1,M2 Marist College
6,14,Ian Olson,21,4,9,13,1,0,28,0,M2 Marist College
7,28,Aaron Lassen,22,7,5,12,2,0,10,1,M2 Marist College
8,5,Harrison Bahrenburg,22,4,8,12,1,1,65,1,M2 Marist College
9,23,Matthew Roberts,21,4,6,10,2,0,4,0,M2 Marist College
10,27,Seamus Eagan,21,3,5,8,0,0,23,1,M2 Marist College
11,4,Nicholas Siciliano,22,2,3,5,0,0,21,0,M2 Marist College
12,2,Matthew Reilly,13,1,2,3,0,0,12,0,M2 Marist College
13,25,Kyle Ludwig,20,2,0,2,0,0,0,0,M2 Marist College
14,19,Cole Wahlers,22,0,1,1,0,0,5,0,M2 Marist College
15,6,Tucker Redstone,15,0,1,1,0,0,10,0,M2 Marist College
16,0,Andrew Ohman,9,0,1,1,0,0,0,0,M2 Marist College
17,12,Brady Donnelly,22,0,0,0,0,0,2,0,M2 Marist College
18,36,Zack Rogers,20,0,0,0,0,0,0,0,M2 Marist College
19,0,Gerry Sloboda,6,0,0,0,0,0,13,0,M2 Marist College
20,0,Anthony Giannone,5,0,0,0,0,0,0,0,M2 Marist College
21,29,Trevor Paluso,3,0,0,0,0,0,0,0,M2 Marist College
22,31,Thomas Bishop,2,0,0,0,0,0,0,0,M2 Marist College
23,1,Eric Sasimovich,1,0,0,0,0,0,0,0,M2 Marist College
0,12,Riley Muldoon,11,1,5,6,0,0,24,0,M2 Mercyhurst University
1,15,Dominic Zeppieri,1,2,1,3,0,1,0,0,M2 Mercyhurst University
2,21,Neil Mignogna,6,0,2,2,0,0,0,0,M2 Mercyhurst University
3,2,Eric Huba,10,1,0,1,0,0,26,0,M2 Mercyhurst University
4,3,John Butler,11,0,1,1,0,0,0,0,M2 Mercyhurst University
5,8,Zachary Huff,11,0,1,1,0,0,6,0,M2 Mercyhurst University
6,9,Anthony Lanfranchi,11,0,1,1,0,0,18,0,M2 Mercyhurst University
7,13,Brendan Loughlin,11,0,1,1,0,0,4,0,M2 Mercyhurst University
8,25,Sawyer Gorman,11,0,1,1,0,0,20,0,M2 Mercyhurst University
9,28,Connor Piecuch,4,0,1,1,0,0,2,0,M2 Mercyhurst University
10,24,Robbie Michalow,10,0,0,0,0,0,0,0,M2 Mercyhurst University
11,5,Cole Wahler,6,0,0,0,0,0,0,0,M2 Mercyhurst University
12,35,Jack Carter,6,0,0,0,0,0,0,0,M2 Mercyhurst University
13,6,Evan Hoffman,1,0,0,0,0,0,0,0,M2 Mercyhurst University
14,15,Zachary Kisel,1,0,0,0,0,0,0,0,M2 Mercyhurst University
15,17,Kyle Musshafen,1,0,0,0,0,0,0,0,M2 Mercyhurst University
16,6,Ryan Macgurn,0,0,0,0,0,0,0,0,M2 Mercyhurst University
0,8,Johnathan Spear,20,12,6,18,0,0,20,0,M2 Merrimack College
1,11,Frankie Bonanno,19,5,10,15,0,1,8,1,M2 Merrimack College
2,10,Ryan Fitzgerald,20,3,12,15,0,0,10,0,M2 Merrimack College
3,4,Joseph Bisson,18,7,7,14,1,1,29,0,M2 Merrimack College
4,19,Colin Curley,18,5,8,13,0,0,45,0,M2 Merrimack College
5,12,Robert Falso,19,3,8,11,0,0,24,0,M2 Merrimack College
6,28,Evan Digiovanni,19,2,7,9,0,0,6,0,M2 Merrimack College
7,26,James Murphy,20,8,0,8,0,0,2,2,M2 Merrimack College
8,22,Collin Wiercinski,17,6,2,8,1,0,7,1,M2 Merrimack College
9,3,Anthony Passerini,19,4,4,8,1,0,8,0,M2 Merrimack College
10,40,Michael Lucey,17,1,6,7,0,0,18,0,M2 Merrimack College
11,7,Cameron Ziomek,10,1,4,5,0,0,4,0,M2 Merrimack College
12,14,David Modzelewski,20,0,5,5,0,0,16,0,M2 Merrimack College
13,21,Connor Franz,19,1,2,3,0,1,14,1,M2 Merrimack College
14,5,Ryan Bossie,19,0,3,3,0,0,4,0,M2 Merrimack College
15,29,Scott Bussell,4,2,0,2,0,0,0,0,M2 Merrimack College
16,13,Daniel OConnor,18,1,1,2,0,0,2,0,M2 Merrimack College
17,25,Cameron Casella,13,0,2,2,0,0,6,0,M2 Merrimack College
18,18,Anthony Dibiasio,16,1,0,1,0,0,6,0,M2 Merrimack College
19,2,Michael Magner,13,0,0,0,0,0,2,0,M2 Merrimack College
20,30,Richard Brocklesby,13,0,0,0,0,0,0,0,M2 Merrimack College
21,23,Matthew Loud,10,0,0,0,0,0,0,0,M2 Merrimack College
22,24,Steven Grasso,7,0,0,0,0,0,2,0,M2 Merrimack College
23,35,Curtis Wirbal,6,0,0,0,0,0,0,0,M2 Merrimack College
24,9,Matthew Lane,5,0,0,0,0,0,0,0,M2 Merrimack College
25,16,Matthew Donlan,4,0,0,0,0,0,10,0,M2 Merrimack College
26,6,Brian Bilafer,3,0,0,0,0,0,4,0,M2 Merrimack College
27,15,Matthew Franz,3,0,0,0,0,0,0,0,M2 Merrimack College
28,1,Nevan Costello,2,0,0,0,0,0,0,0,M2 Merrimack College
29,17,Justin Sommer,2,0,0,0,0,0,0,0,M2 Merrimack College
30,20,Jeremy Curley,2,0,0,0,0,0,0,0,M2 Merrimack College
31,27,Stephen Barthold,2,0,0,0,0,0,2,0,M2 Merrimack College
32,0,Jacob McGlynn,1,0,0,0,0,0,0,0,M2 Merrimack College
33,37,David Doremus,0,0,0,0,0,0,0,0,M2 Merrimack College
0,3,Shawn Meneghin,23,11,15,26,1,2,55,0,M2 Montclair State University
1,29,Mike Miller,22,11,9,20,4,0,10,0,M2 Montclair State University
2,19,Ryan Martinez,22,9,10,19,6,0,26,3,M2 Montclair State University
3,23,Anthony Oliveri,22,9,8,17,4,0,20,0,M2 Montclair State University
4,15,Steven Ramos,22,1,10,11,0,0,21,0,M2 Montclair State University
5,72,Billy Parsley,22,4,5,9,0,0,22,1,M2 Montclair State University
6,5,Ivan Cua,22,3,6,9,1,0,2,0,M2 Montclair State University
7,21,Spencer Rozell,19,3,2,5,0,1,6,1,M2 Montclair State University
8,44,Zak Pavlishin,22,4,0,4,0,0,40,0,M2 Montclair State University
9,6,Brendan Vandervliet,23,2,2,4,2,0,0,0,M2 Montclair State University
10,27,Evan Calendrillo,21,2,2,4,0,0,24,0,M2 Montclair State University
11,24,Mike Nodarse,18,0,3,3,0,0,20,0,M2 Montclair State University
12,12,Thomas Vandervliet,23,0,2,2,0,0,6,0,M2 Montclair State University
13,2,William Prinz,22,0,2,2,0,0,26,0,M2 Montclair State University
14,4,Steve Luzio,22,1,0,1,1,0,2,0,M2 Montclair State University
15,11,Mike Nordstrom,23,0,1,1,0,0,4,0,M2 Montclair State University
16,37,Cary Collucci,22,0,1,1,0,0,10,0,M2 Montclair State University
17,14,Nate Lowry,16,0,0,0,0,0,6,0,M2 Montclair State University
18,17,Kaelan Monroe,16,0,0,0,0,0,0,0,M2 Montclair State University
19,0,Gregory Grange,15,0,0,0,0,0,0,0,M2 Montclair State University
20,39,Danny Porth,13,0,0,0,0,0,2,0,M2 Montclair State University
21,41,Ondrej Smalec,13,0,0,0,0,0,4,0,M2 Montclair State University
22,9,Jakub Ciberej,12,0,0,0,0,0,0,0,M2 Montclair State University
23,7,Joe Maldonado,10,0,0,0,0,0,2,0,M2 Montclair State University
24,16,Daniel Lapinski,7,0,0,0,0,0,4,0,M2 Montclair State University
25,8,Augustus Valente,4,0,0,0,0,0,4,0,M2 Montclair State University
26,0,John Buckland,1,0,0,0,0,0,0,0,M2 Montclair State University
27,33,Ernesto Naveed,0,0,0,0,0,0,0,0,M2 Montclair State University
28,35,Mark Starbinski,0,0,0,0,0,0,0,0,M2 Montclair State University
0,5.0,Jackson Allard,20,11,14,25,3,0,8,0,M2 Northeastern University
1,10.0,Mateusz Koziel,20,7,17,24,1,1,8,1,M2 Northeastern University
2,19.0,Mitchel Donovan,20,7,14,21,3,0,14,1,M2 Northeastern University
3,11.0,Ruston Keene,17,6,13,19,1,0,8,1,M2 Northeastern University
4,7.0,Cameron Judge,20,3,9,12,2,0,0,1,M2 Northeastern University
5,3.0,Grant Sherman,20,1,10,11,0,0,30,0,M2 Northeastern University
6,25.0,Noah Traylor,20,4,6,10,0,0,16,0,M2 Northeastern University
7,6.0,Tyler Hill,16,7,1,8,0,0,2,0,M2 Northeastern University
8,13.0,Matthew Mangel,20,5,3,8,0,0,0,1,M2 Northeastern University
9,24.0,James Silva,20,3,5,8,2,0,4,1,M2 Northeastern University
10,91.0,John Treppo,19,5,2,7,0,0,30,1,M2 Northeastern University
11,2.0,Nathan Cunningham,18,4,3,7,1,0,6,1,M2 Northeastern University
12,8.0,Daniel Mcgrath,18,0,5,5,0,0,8,0,M2 Northeastern University
13,17.0,Georgiy Kozak,16,0,3,3,0,0,4,0,M2 Northeastern University
14,22.0,James Aube,14,1,1,2,0,0,6,0,M2 Northeastern University
15,77.0,Matthew Schuhwerk,7,1,1,2,1,0,4,0,M2 Northeastern University
16,12.0,Christopher Kozich,14,0,2,2,0,0,2,0,M2 Northeastern University
17,0.0,Justin Lawcobb,6,0,2,2,0,0,4,0,M2 Northeastern University
18,9.0,Honkonen Henry,5,0,2,2,0,0,2,0,M2 Northeastern University
19,23.0,Matthew Walthouse,14,1,0,1,0,0,2,0,M2 Northeastern University
20,26.0,Robert Picking,11,1,0,1,0,0,4,1,M2 Northeastern University
21,14.0,Joseph Potente,9,1,0,1,0,0,2,0,M2 Northeastern University
22,0.0,Ty Fujitani,7,1,0,1,0,0,2,0,M2 Northeastern University
23,0.0,Andrew Godfrey,3,1,0,1,0,0,0,0,M2 Northeastern University
24,,,1,1,0,1,0,0,0,0,M2 Northeastern University
25,0.0,Joe Lyons,1,0,1,1,0,0,0,0,M2 Northeastern University
26,27.0,Zachary Diaks,17,0,0,0,0,0,12,0,M2 Northeastern University
27,30.0,Ryan Shea,11,0,0,0,0,0,0,0,M2 Northeastern University
28,1.0,Alexander Crone,10,0,0,0,0,0,10,0,M2 Northeastern University
29,4.0,Michael Timson,5,0,0,0,0,0,2,0,M2 Northeastern University
30,0.0,Joseph Verespej,1,0,0,0,0,0,0,0,M2 Northeastern University
31,0.0,Elliot Mitchell,1,0,0,0,0,0,4,0,M2 Northeastern University
32,,,1,0,0,0,0,0,0,0,M2 Northeastern University
33,0.0,Steven Lobao,0,0,0,0,0,0,0,0,M2 Northeastern University
34,0.0,Benjamin Cooper,0,0,0,0,0,0,0,0,M2 Northeastern University
35,0.0,Samuel Yarrow,0,0,0,0,0,0,0,0,M2 Northeastern University
36,0.0,Kevin Doody,0,0,0,0,0,0,0,0,M2 Northeastern University
0,5,Peter Orlandella,17,8,6,14,1,1,12,0,M2 Norwich University
1,24,Peyton Midgette,18,7,5,12,1,0,6,1,M2 Norwich University
2,10,Michael Norton,18,6,6,12,0,1,4,0,M2 Norwich University
3,20,Thomas Liberta,18,4,6,10,0,0,8,0,M2 Norwich University
4,16,Nicolas Dietrich,14,2,8,10,0,0,18,1,M2 Norwich University
5,12,Tanner Kontny,19,3,5,8,0,0,36,0,M2 Norwich University
6,25,Daniel Lincoln,17,3,4,7,0,0,10,1,M2 Norwich University
7,8,Tom Willis,15,3,3,6,0,0,0,0,M2 Norwich University
8,7,Matt Dunn,8,2,4,6,0,0,12,0,M2 Norwich University
9,4,Jared Silva,18,2,3,5,0,0,31,1,M2 Norwich University
10,22,Ethan Bartlett,17,2,3,5,0,0,4,0,M2 Norwich University
11,21,Kyle Walter,15,3,1,4,0,0,12,0,M2 Norwich University
12,27,Nicholas Lamendola,14,2,2,4,0,0,10,0,M2 Norwich University
13,2,Edward Buckley,18,0,4,4,0,0,20,0,M2 Norwich University
14,23,Shane Riley,17,2,1,3,0,0,0,2,M2 Norwich University
15,9,Krystof Vanek,7,0,3,3,0,0,4,0,M2 Norwich University
16,11,Liam Manning,11,2,0,2,1,0,15,1,M2 Norwich University
17,17,Anthony Chiavaroli,9,1,1,2,0,0,4,0,M2 Norwich University
18,13,Brendan Crehan,14,0,2,2,0,0,2,0,M2 Norwich University
19,3,Garrett Bean,6,0,2,2,0,0,0,0,M2 Norwich University
20,28,Aj Luedee,18,0,1,1,0,0,8,0,M2 Norwich University
21,19,Nolan Bean,4,0,1,1,0,0,0,0,M2 Norwich University
22,29,Ben Zargaj,13,0,0,0,0,0,0,0,M2 Norwich University
23,6,Cam Valentine,10,0,0,0,0,0,10,0,M2 Norwich University
24,1,Ben Carlson,4,0,0,0,0,0,0,0,M2 Norwich University
25,30,William Brady,4,0,0,0,0,0,0,0,M2 Norwich University
26,18,Dean Luedee,3,0,0,0,0,0,0,0,M2 Norwich University
27,32,Josh Clarke,3,0,0,0,0,0,0,0,M2 Norwich University
28,0,Will Rambin,0,0,0,0,0,0,0,0,M2 Norwich University
0,18,Douglas Caliendo,21,24,12,36,1,1,43,5,M2 Providence College
1,19,Justin Laporte,24,9,14,23,1,0,14,2,M2 Providence College
2,22,Keith Jusas,22,7,14,21,0,0,6,1,M2 Providence College
3,13,Colin Rueda,21,10,8,18,3,1,6,0,M2 Providence College
4,7,Marcus Cady,19,6,7,13,0,0,0,1,M2 Providence College
5,34,Jack Chatwin,19,4,9,13,1,0,10,0,M2 Providence College
6,15,Michael Grant,8,4,8,12,0,0,8,1,M2 Providence College
7,14,Christopher Cafiero,25,5,6,11,0,1,14,3,M2 Providence College
8,11,Vincent Paolillo,22,3,7,10,0,0,12,0,M2 Providence College
9,4,Brandon Ocallahan,20,5,3,8,1,2,14,1,M2 Providence College
10,9,Chris Joyce,11,3,5,8,0,0,6,1,M2 Providence College
11,6,Jason Papa,22,2,6,8,0,0,6,0,M2 Providence College
12,8,Cameron Martin,13,4,2,6,0,0,4,0,M2 Providence College
13,20,Michael Provvisionato,23,3,3,6,0,0,18,0,M2 Providence College
14,16,Christopher Joyce,14,1,5,6,0,0,8,0,M2 Providence College
15,37,Ryan Duffy,10,4,0,4,0,0,2,0,M2 Providence College
16,5,James Doran,25,2,2,4,0,0,14,0,M2 Providence College
17,28,Thomas Burke,22,2,2,4,0,1,6,0,M2 Providence College
18,23,John Joyce,7,1,2,3,0,0,2,0,M2 Providence College
19,38,Matthew Farrell,6,1,2,3,0,0,2,1,M2 Providence College
20,26,Michael Francis,12,1,1,2,0,0,31,0,M2 Providence College
21,12,Sean Egan,15,0,2,2,0,0,2,0,M2 Providence College
22,27,Giovani Orlando,4,1,0,1,0,0,0,0,M2 Providence College
23,29,Ryan Parkinson,8,0,1,1,0,0,0,0,M2 Providence College
24,55,Ben Famiglietti,22,0,0,0,0,0,17,0,M2 Providence College
25,25,Noah Whitlock,8,0,0,0,0,0,2,0,M2 Providence College
26,39,Kyle Ouellette,6,0,0,0,0,0,2,0,M2 Providence College
27,35,Trent King,4,0,0,0,0,0,0,0,M2 Providence College
28,1,Wilson Lees,2,0,0,0,0,0,0,0,M2 Providence College
29,30,Antonio Orlando,0,0,0,0,0,0,0,0,M2 Providence College
30,36,Matthew Joyce,0,0,0,0,0,0,0,0,M2 Providence College
0,11,Mitchell Bourgerie,27,37,42,79,5,1,59,4,M2 Rensselaer Polytechnic Institute
1,15,Chace Woods,31,31,48,79,6,1,74,6,M2 Rensselaer Polytechnic Institute
2,22,Jack Ryan,31,7,25,32,1,1,20,1,M2 Rensselaer Polytechnic Institute
3,18,Marc Perez,29,14,16,30,2,1,62,1,M2 Rensselaer Polytechnic Institute
4,23,Shawn Horner,31,15,14,29,3,1,37,1,M2 Rensselaer Polytechnic Institute
5,25,Pierce Phillips,29,10,10,20,3,0,12,1,M2 Rensselaer Polytechnic Institute
6,8,Jake Doran,31,4,14,18,2,0,34,2,M2 Rensselaer Polytechnic Institute
7,26,Toby Webster,28,2,14,16,0,0,25,1,M2 Rensselaer Polytechnic Institute
8,21,Evan Cama,29,8,7,15,0,1,20,1,M2 Rensselaer Polytechnic Institute
9,14,Corey Boornazian,21,7,8,15,3,1,12,1,M2 Rensselaer Polytechnic Institute
10,17,Alex Kim,21,8,5,13,2,0,6,1,M2 Rensselaer Polytechnic Institute
11,5,Christopher Zaverdas,11,4,8,12,0,0,7,0,M2 Rensselaer Polytechnic Institute
12,3,Zachary Schaller,20,2,9,11,0,0,22,0,M2 Rensselaer Polytechnic Institute
13,28,Craig Montemerlo,13,4,5,9,3,0,10,2,M2 Rensselaer Polytechnic Institute
14,13,William Zieman,31,3,6,9,0,0,6,1,M2 Rensselaer Polytechnic Institute
15,12,Nicholas Spinelli,29,3,3,6,0,0,2,0,M2 Rensselaer Polytechnic Institute
16,2,Kieran Bohonan,31,1,5,6,0,0,6,0,M2 Rensselaer Polytechnic Institute
17,24,Michael Miller,10,1,4,5,0,0,20,0,M2 Rensselaer Polytechnic Institute
18,19,Jack Cherella,10,2,0,2,1,0,0,0,M2 Rensselaer Polytechnic Institute
19,4,Jonathan Didas,8,1,1,2,0,0,14,0,M2 Rensselaer Polytechnic Institute
20,6,Jonah Whitt,23,0,2,2,0,0,6,0,M2 Rensselaer Polytechnic Institute
21,27,Christian Connolly,21,0,2,2,0,0,6,0,M2 Rensselaer Polytechnic Institute
22,16,Jordan Smith,28,0,1,1,0,0,0,0,M2 Rensselaer Polytechnic Institute
23,10,Christian Flory,26,0,1,1,0,0,0,0,M2 Rensselaer Polytechnic Institute
24,1,Liam Mcbain,18,0,1,1,0,0,0,0,M2 Rensselaer Polytechnic Institute
25,20,Maxwell Kestenbaum,10,0,1,1,0,0,8,0,M2 Rensselaer Polytechnic Institute
26,31,Drake Bradshaw,8,0,0,0,0,0,0,0,M2 Rensselaer Polytechnic Institute
27,33,Kacy Adams,5,0,0,0,0,0,0,0,M2 Rensselaer Polytechnic Institute
28,9,William Holeman,3,0,0,0,0,0,0,0,M2 Rensselaer Polytechnic Institute
29,30,Kofi Yankey,0,0,0,0,0,0,0,0,M2 Rensselaer Polytechnic Institute
0,28,Nicholas Hart,24,20,17,37,6,1,4,3,M2 Roger Williams University
1,5,Tyler Poulin,28,15,20,35,4,1,10,1,M2 Roger Williams University
2,11,Griffin Gagne,28,13,22,35,1,1,25,2,M2 Roger Williams University
3,7,Christian Brinkley,28,16,13,29,3,0,22,3,M2 Roger Williams University
4,22,Kyle Greer,27,9,10,19,3,0,24,0,M2 Roger Williams University
5,3,Cole Foster,27,7,11,18,1,0,9,2,M2 Roger Williams University
6,9,Parker Roberto,25,9,8,17,2,0,8,2,M2 Roger Williams University
7,14,Logan Santos,28,8,8,16,1,0,22,0,M2 Roger Williams University
8,8,Andrew Kerble,28,5,10,15,0,0,26,1,M2 Roger Williams University
9,6,Brian Quinn,26,3,12,15,3,0,8,1,M2 Roger Williams University
10,21,Cameron Francis,27,3,11,14,1,0,25,1,M2 Roger Williams University
11,4,James Durante,22,9,4,13,0,0,6,2,M2 Roger Williams University
12,10,Michael Tabb,26,5,5,10,0,0,6,0,M2 Roger Williams University
13,18,Dana Nichols,26,2,6,8,0,0,35,0,M2 Roger Williams University
14,23,Max Schwartz,28,2,4,6,0,0,2,0,M2 Roger Williams University
15,27,Chase Vaillancourt,22,0,6,6,0,0,27,0,M2 Roger Williams University
16,19,Andrew Berube,10,2,1,3,1,0,2,0,M2 Roger Williams University
17,26,Matt Sharrio,27,0,3,3,0,0,8,0,M2 Roger Williams University
18,12,Alexander Lepage,26,0,3,3,0,0,0,0,M2 Roger Williams University
19,15,Eric Baxter,9,1,1,2,0,0,2,0,M2 Roger Williams University
20,16,Shane Comeau,14,0,1,1,0,0,4,0,M2 Roger Williams University
21,29,Ryan Forget,14,0,0,0,0,0,0,0,M2 Roger Williams University
