,Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img,imgx
731,7,12,Christian Dibenedetto,10,3,1,4,0,0,8,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
732,8,27,Robert Manning,16,2,2,4,0,0,10,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
733,9,29,Ryan Ruether,14,2,2,4,0,0,10,1,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
734,10,23,Gio Pompilio,18,1,3,4,1,0,6,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
735,11,0,Joseph Schrantz,4,1,2,3,0,0,4,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
736,12,26,Elliot Crisman,7,1,1,2,0,0,2,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
737,13,25,Andrew Walsh,13,1,0,1,0,0,2,1,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
738,14,26,Elliot Crisman,11,1,0,1,0,0,8,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
739,15,4,Dylan West,18,0,1,1,0,0,16,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
740,16,7,Declan Fortier,12,0,1,1,0,0,2,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
741,17,19,Joe Depasquale,16,0,0,0,0,0,0,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
742,18,33,Dayton Podvin,14,0,0,0,0,0,0,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
743,19,5,Bryan Follenweider,12,0,0,0,0,0,2,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
744,20,15,Caleb Johnson,5,0,0,0,0,0,2,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
745,21,0,Terran Mohr,4,0,0,0,0,0,0,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
746,22,0,Colton Doyen,2,0,0,0,0,0,0,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
747,23,0,John Allegretti,2,0,0,0,0,0,0,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
748,24,1,Jarryd Cabusao,2,0,0,0,0,0,0,0,M2 Saint Norbert College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team727935.gif
749,0,8,Ryan Vendramin,28,61,39,100,12,0,22,4,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
750,1,23,Max Khull,27,19,41,60,5,0,67,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
751,2,18,Austin Rowe,26,20,39,59,6,0,12,4,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
752,3,10,Mark Tassone,28,22,25,47,3,0,58,1,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
753,4,7,Kaelan OFlynn,24,0,42,42,0,0,95,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
754,5,16,Bryceton Lalonde,24,16,15,31,4,0,36,2,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
755,6,9,Steven Khull,27,10,15,25,0,0,75,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
756,7,27,Tanner Mayne,24,4,20,24,0,1,42,1,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
757,8,28,Bradley Thrower,28,8,15,23,0,1,40,2,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
758,9,25,Kaidan Mcdonald,25,8,15,23,0,1,16,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
759,10,17,Parker Morgan,28,6,14,20,1,0,10,1,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
760,11,11,Lucas Duckstein,23,7,12,19,1,0,20,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
761,12,4,Mitchell Devins Cann,25,4,14,18,3,0,57,1,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
762,13,12,Noah Serre,19,5,10,15,0,0,46,2,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
763,14,21,Ryan Lawrence,28,3,8,11,0,1,20,1,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
764,15,15,Daniel Heelis,17,3,7,10,0,0,6,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
765,16,24,Gage Stephney,14,2,3,5,0,0,14,1,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
766,17,20,Owen Shier,3,1,0,1,1,0,0,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
767,18,1,Justin Richer,24,0,1,1,0,0,0,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
768,19,30,Dawson Hunter,4,0,0,0,0,0,0,0,M2 Sault College,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team659330.gif
769,0,16,Christian Perry,28,32,18,50,6,1,18,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
770,1,19,Kain Henson,27,7,27,34,5,1,21,3,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
771,2,2,Joseph Watson,24,15,14,29,3,0,14,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
772,3,73,Lucas Tucker,28,13,7,20,3,0,4,3,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
773,4,20,Blake Takmajian,28,9,9,18,0,0,68,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
774,5,10,Bryce Simon,27,5,11,16,2,1,6,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
775,6,91,Cole Ebersoldt,19,5,8,13,0,0,4,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
776,7,27,Christopher Wagner,28,3,10,13,1,0,22,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
777,8,18,Terrance Puribhat,24,4,7,11,0,0,4,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
778,9,22,Braden Rowe,25,1,9,10,0,0,10,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
779,10,63,Alec Marshall,26,7,1,8,0,0,16,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
780,11,71,Cory Sperry,26,6,1,7,2,0,34,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
781,12,23,Drew Parres,24,3,3,6,0,0,12,1,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
782,13,11,Tyler Smith,14,1,3,4,0,0,0,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
783,14,77,Trevor Dailey,21,0,4,4,0,0,8,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
784,15,92,Craig Ford,18,1,1,2,0,0,8,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
785,16,26,Drew Larose,21,0,2,2,0,0,35,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
786,17,86,Austin Zurliene,27,0,1,1,0,0,22,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
787,18,31,Justin Nosser,18,0,0,0,0,0,2,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
788,19,30,Caleb Currie,11,0,0,0,0,0,2,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
789,20,8,Kyle Culisark,3,0,0,0,0,0,2,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
790,21,0,Clark Sasek,0,0,0,0,0,0,0,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
791,22,0,Logan Taake,0,0,0,0,0,0,0,0,M2 Southern Illinois -Edwardsville,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514154.gif
792,0,14,Joseph Laskero,25,13,17,30,4,0,14,3,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
793,1,8,Tanner Bennett,30,6,24,30,3,1,22,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
794,2,22,Dakota Davis,30,15,12,27,4,1,44,2,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
795,3,16,Dante Suffredini,25,9,18,27,6,0,32,1,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
796,4,9,Dillon Fox,29,12,13,25,1,2,14,1,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
797,5,24,Christian Karbler,23,7,18,25,2,0,44,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
798,6,6,Nicholas Ludeman,17,7,12,19,5,0,20,1,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
799,7,21,Stanley Jatczak,29,12,4,16,4,0,24,3,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
800,8,12,Sean Schirripa,30,6,8,14,0,0,30,1,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
801,9,17,Cody Dombrowski,30,3,8,11,1,0,28,1,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
802,10,10,Trenton Mulnix,28,4,4,8,0,0,4,2,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
803,11,19,Marcus Tilmon,29,2,5,7,1,0,18,1,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
804,12,15,Grant Dickinson,27,2,5,7,0,1,8,1,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
805,13,33,Trent Wydrowski,25,3,2,5,3,0,43,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
806,14,25,Jacob Hatten,18,2,3,5,0,0,24,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
807,15,7,Brendan Werstine,5,2,3,5,0,0,0,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
808,16,20,Kyle Callahan,28,2,2,4,1,0,12,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
809,17,11,Yuli Lima,25,2,1,3,0,0,8,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
810,18,27,Austin Christie,6,1,2,3,1,0,2,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
811,19,4,Brock Taylor,27,0,2,2,0,0,2,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
812,20,5,Benjamin Baumgardner,9,0,2,2,0,0,8,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
813,21,26,Alec Parr,24,0,1,1,0,0,30,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
814,22,28,Ryan Meagher,6,0,1,1,0,0,0,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
815,23,3,Owen Engel,5,0,1,1,0,0,2,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
816,24,30,Adam Conkling,18,0,0,0,0,0,0,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
817,25,35,Christian Heller,7,0,0,0,0,0,0,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
818,26,29,James Fry,6,0,0,0,0,0,0,0,M2 Trine University,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team754081.gif
819,0,0,Michael Powers,25,11,16,27,3,1,26,4,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
820,1,0,Yvon Bogdonoff,24,11,7,18,6,0,0,1,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
821,2,0,Valentino Wilson,25,10,5,15,2,0,12,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
822,3,0,Erik Strzempek,25,5,10,15,1,0,24,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
823,4,0,Dom Fischer,23,6,7,13,1,1,10,1,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
824,5,0,Nick Bartuce,22,6,6,12,2,0,44,1,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
825,6,0,Will Deconcilis,25,5,7,12,0,0,24,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
826,7,0,Zach Meeker,24,6,4,10,2,0,10,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
827,8,0,Timothy Fogliatti,9,7,2,9,2,1,0,1,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
828,9,0,Austin Koukol,23,2,6,8,1,0,26,1,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
829,10,0,Jack Lindstrom,18,1,4,5,0,0,8,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
830,11,0,Danny Castle,16,1,4,5,1,0,4,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
831,12,0,Matt Ellsworth,11,2,1,3,0,0,2,1,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
832,13,0,Ethan Mcneely,19,1,2,3,0,0,8,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
833,14,0,Jason Brooks,17,1,2,3,0,0,6,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
834,15,0,Jack Stender,23,0,3,3,0,0,6,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
835,16,0,Cam Cutler,18,0,3,3,0,0,26,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
836,17,0,Alex Deptula,19,2,0,2,0,0,4,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
837,18,0,Max Abramov,16,2,0,2,0,0,4,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
838,19,0,Camden Cortes,11,1,1,2,0,0,28,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
839,20,0,Michael Hall,25,0,2,2,0,0,2,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
840,21,0,Ben Siambekos,18,0,2,2,0,0,12,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
841,22,0,Payton Schweiger,14,0,0,0,0,0,10,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
842,23,0,Bill Crawford,13,0,0,0,0,0,0,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
843,24,0,Lucas Trojanowski,12,0,0,0,0,0,0,0,M2 University of Illinois,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team514071.gif
844,0,44.0,Jacob Carlson,23,26,12,38,8,0,8,4,M2 University of Iowa,/static/img/backup.png, http://www.pointstreak.com/logos/small/league1800/team726095.png
