Unnamed: 0,#,Name,GP,G,A,PTS,PPG,SHG,PIMS,GWG,Team,img
14,0,Jake Dukovac,21,1,6,7,0,0,18,0,M2 Ohio University,/static/img/backup.png
15,0,Jack Struwing,22,5,1,6,0,0,4,1,M2 Ohio University,/static/img/backup.png
16,0,Brendan Sano,22,1,3,4,0,0,22,0,M2 Ohio University,/static/img/backup.png
17,0,James Franzis,7,1,3,4,0,0,12,0,M2 Ohio University,/static/img/backup.png
18,0,Jared Aslaksen,16,1,2,3,0,0,0,0,M2 Ohio University,/static/img/backup.png
19,0,Sebastian Beal,12,2,0,2,0,0,12,0,M2 Ohio University,/static/img/backup.png
20,0,John Lawless,16,1,1,2,0,0,4,0,M2 Ohio University,/static/img/backup.png
21,0,Charlie Garnett,13,1,1,2,0,0,20,0,M2 Ohio University,/static/img/backup.png
22,0,Ryan Dunning,12,0,0,0,0,0,2,0,M2 Ohio University,/static/img/backup.png
23,0,Sean Hare,10,0,0,0,0,0,0,0,M2 Ohio University,/static/img/backup.png
24,0,Daniel Lafontaine,4,0,0,0,0,0,0,0,M2 Ohio University,/static/img/backup.png
25,0,Gram Doherty,2,0,0,0,0,0,0,0,M2 Ohio University,/static/img/backup.png
26,0,Austin Burns,0,0,0,0,0,0,0,0,M2 Ohio University,/static/img/backup.png
0,97,Matt Wikman,18,13,14,27,2,0,6,3,M2 Penn State University,/static/img/backup.png
1,3,Brendan Horgas,20,4,21,25,1,0,31,0,M2 Penn State University,/static/img/backup.png
2,11,Ryan Long,21,12,11,23,1,0,29,3,M2 Penn State University,/static/img/backup.png
3,91,Joe Delaurentis,20,5,13,18,0,0,4,1,M2 Penn State University,/static/img/backup.png
4,5,Dylan Mclaughlin,19,8,8,16,2,0,36,0,M2 Penn State University,/static/img/backup.png
5,27,Dayton Collins,20,8,5,13,2,1,4,1,M2 Penn State University,/static/img/backup.png
6,13,Ian Strasinski,20,8,4,12,2,1,32,2,M2 Penn State University,/static/img/backup.png
7,26,Maxim Lesnikov,20,6,5,11,0,0,17,1,M2 Penn State University,/static/img/backup.png
8,23,Wade Ashford,18,5,6,11,0,0,13,0,M2 Penn State University,/static/img/backup.png
9,12,Brian Nelson,18,5,5,10,0,0,8,0,M2 Penn State University,/static/img/backup.png
10,44,Joseph Delia,12,1,8,9,1,0,8,0,M2 Penn State University,/static/img/backup.png
11,8,Matt Owens,18,4,4,8,0,1,21,0,M2 Penn State University,/static/img/backup.png
12,42,Nathaniel Schuman,21,0,5,5,0,0,28,0,M2 Penn State University,/static/img/backup.png
13,96,Christian Caparelli,16,2,2,4,0,1,4,0,M2 Penn State University,/static/img/backup.png
14,51,Steve Avellino,15,2,2,4,0,0,0,0,M2 Penn State University,/static/img/backup.png
15,2,Sammy Entabi,19,1,3,4,0,0,10,0,M2 Penn State University,/static/img/backup.png
16,22,Thomas Worcester,12,1,3,4,0,0,2,0,M2 Penn State University,/static/img/backup.png
17,14,Adam Johnson,15,0,4,4,0,0,14,0,M2 Penn State University,/static/img/backup.png
18,16,Tanner Blacker,11,0,3,3,0,0,4,0,M2 Penn State University,/static/img/backup.png
19,29,Andrey Alipov,4,0,3,3,0,0,4,0,M2 Penn State University,/static/img/backup.png
20,47,Brian Greene,18,1,1,2,0,0,8,0,M2 Penn State University,/static/img/backup.png
21,4,John Breznicky,15,0,1,1,0,0,10,0,M2 Penn State University,/static/img/backup.png
22,7,Brendan Gertz,10,0,1,1,0,0,2,0,M2 Penn State University,/static/img/backup.png
23,1,Anthony Dominick,9,0,0,0,0,0,0,0,M2 Penn State University,/static/img/backup.png
24,39,Richard Karapandi,7,0,0,0,0,0,2,0,M2 Penn State University,/static/img/backup.png
25,32,Alex Gadowski,3,0,0,0,0,0,0,0,M2 Penn State University,/static/img/backup.png
26,9,Cam Duncan,1,0,0,0,0,0,0,0,M2 Penn State University,/static/img/backup.png
27,19,Craig Bahrs,0,0,0,0,0,0,0,0,M2 Penn State University,/static/img/backup.png
0,0,Nicholas Cefalu,13,21,6,27,2,0,8,2,M2 Princeton University,/static/img/backup.png
1,0,Maximilian Garlock,14,4,8,12,0,0,32,0,M2 Princeton University,/static/img/backup.png
2,0,Kevin Flahive,16,3,7,10,0,0,4,0,M2 Princeton University,/static/img/backup.png
3,0,Mason Wasserman,11,5,3,8,0,0,2,0,M2 Princeton University,/static/img/backup.png
4,0,Kai Chong Smith,5,1,5,6,0,0,9,0,M2 Princeton University,/static/img/backup.png
5,0,Alexander Ban,14,3,2,5,1,0,18,0,M2 Princeton University,/static/img/backup.png
6,0,Evan Majic,17,1,4,5,0,0,4,0,M2 Princeton University,/static/img/backup.png
7,0,Teague Tomesh,16,1,4,5,1,0,14,0,M2 Princeton University,/static/img/backup.png
8,0,Samuel Fendler,12,1,4,5,0,0,6,0,M2 Princeton University,/static/img/backup.png
9,10,Julian Coleman,1,1,2,3,0,0,0,0,M2 Princeton University,/static/img/backup.png
10,0,Christoph Kehle,2,0,2,2,0,0,2,0,M2 Princeton University,/static/img/backup.png
11,0,Matthew Adler,7,1,0,1,1,0,6,0,M2 Princeton University,/static/img/backup.png
12,0,Andrew Berg,1,1,0,1,0,0,9,0,M2 Princeton University,/static/img/backup.png
13,10,John High,2,0,1,1,0,0,2,0,M2 Princeton University,/static/img/backup.png
14,13,Liam Parker,2,0,1,1,0,0,2,0,M2 Princeton University,/static/img/backup.png
15,0,Benjamin Crewe,16,0,0,0,0,0,0,0,M2 Princeton University,/static/img/backup.png
16,0,Matthew Kuenne,12,0,0,0,0,0,4,0,M2 Princeton University,/static/img/backup.png
17,0,William Hunt,5,0,0,0,0,0,0,0,M2 Princeton University,/static/img/backup.png
18,0,Benjamin Lowe,4,0,0,0,0,0,0,0,M2 Princeton University,/static/img/backup.png
19,0,Karl Jackson,3,0,0,0,0,0,0,0,M2 Princeton University,/static/img/backup.png
20,0,Kiersten Marr,2,0,0,0,0,0,0,0,M2 Princeton University,/static/img/backup.png
21,0,Molly Aguina,1,0,0,0,0,0,0,0,M2 Princeton University,/static/img/backup.png
22,0,Eve Brewer,0,0,0,0,0,0,0,0,M2 Princeton University,/static/img/backup.png
0,19,Christopher Walako,27,22,26,48,3,2,25,5,M2 Rider University,/static/img/backup.png
1,26,Justin Tiso,27,23,24,47,6,3,18,3,M2 Rider University,/static/img/backup.png
2,12,Thomas Evan,27,16,13,29,11,0,22,1,M2 Rider University,/static/img/backup.png
3,65,Nicholas Leelum,27,12,16,28,5,0,67,1,M2 Rider University,/static/img/backup.png
4,18,Michael Dalfarra,26,4,12,16,2,0,27,2,M2 Rider University,/static/img/backup.png
5,27,John Martino,23,6,7,13,0,1,40,0,M2 Rider University,/static/img/backup.png
6,14,Donald Sucher,17,3,10,13,1,0,14,1,M2 Rider University,/static/img/backup.png
7,43,Edward Coyne,27,3,9,12,1,0,16,0,M2 Rider University,/static/img/backup.png
8,88,David Lee,26,3,9,12,2,0,6,0,M2 Rider University,/static/img/backup.png
9,24,Dylan Quinn,27,6,5,11,0,0,38,1,M2 Rider University,/static/img/backup.png
10,98,Michael Klein,16,4,7,11,1,0,8,1,M2 Rider University,/static/img/backup.png
11,22,Tyler Giwerowski,26,5,4,9,1,0,8,1,M2 Rider University,/static/img/backup.png
12,15,Crawford Kauffman,27,3,5,8,0,0,42,0,M2 Rider University,/static/img/backup.png
13,23,Nicholas Ruggero,25,1,5,6,0,0,23,1,M2 Rider University,/static/img/backup.png
14,73,Michael Jinks,22,2,3,5,1,0,10,0,M2 Rider University,/static/img/backup.png
15,3,Frank Christiano,27,1,0,1,0,0,4,0,M2 Rider University,/static/img/backup.png
16,10,Jared Roy,27,0,1,1,0,0,20,0,M2 Rider University,/static/img/backup.png
17,36,Alessandro Mancuso,26,0,1,1,0,0,10,0,M2 Rider University,/static/img/backup.png
18,34,Angelo Perri,14,0,1,1,0,0,2,0,M2 Rider University,/static/img/backup.png
19,37,Brandon Skolnick,5,0,1,1,0,0,0,0,M2 Rider University,/static/img/backup.png
20,7,Brendan Convery,24,0,0,0,0,0,0,0,M2 Rider University,/static/img/backup.png
21,53,Anthony Olivio,15,0,0,0,0,0,2,0,M2 Rider University,/static/img/backup.png
22,8,Justin Davis,13,0,0,0,0,0,2,0,M2 Rider University,/static/img/backup.png
23,30,Eric Lineman,9,0,0,0,0,0,2,0,M2 Rider University,/static/img/backup.png
24,13,Declan Smith,5,0,0,0,0,0,0,0,M2 Rider University,/static/img/backup.png
25,35,Adam Godfrey,3,0,0,0,0,0,2,0,M2 Rider University,/static/img/backup.png
26,1,David Vanhorn,1,0,0,0,0,0,0,0,M2 Rider University,/static/img/backup.png
27,11,Eric Hoffman,1,0,0,0,0,0,0,0,M2 Rider University,/static/img/backup.png
0,25,Ryan Conlin,21,28,26,54,8,0,20,4,M2 Rowan University,/static/img/backup.png
1,14,Bobby Penrod,20,21,17,38,4,0,30,4,M2 Rowan University,/static/img/backup.png
2,19,Anthony Dellerose,14,15,16,31,3,1,23,4,M2 Rowan University,/static/img/backup.png
3,20,Nicholas Ramos,21,12,17,29,1,1,10,1,M2 Rowan University,/static/img/backup.png
4,13,Trevor Rucci,20,9,18,27,6,1,40,3,M2 Rowan University,/static/img/backup.png
5,21,Chris Conlin,18,11,10,21,2,0,37,1,M2 Rowan University,/static/img/backup.png
6,12,Sam Ahern,21,6,11,17,1,1,24,0,M2 Rowan University,/static/img/backup.png
7,27,Matthew Meldrum,20,4,12,16,0,0,16,0,M2 Rowan University,/static/img/backup.png
8,22,Thurston Schon,14,6,7,13,1,2,9,0,M2 Rowan University,/static/img/backup.png
9,2,Jared Cohen,14,2,6,8,0,1,14,0,M2 Rowan University,/static/img/backup.png
10,15,Alex Ahern,20,1,6,7,0,0,2,0,M2 Rowan University,/static/img/backup.png
11,5,Jarret Strickon,20,0,4,4,0,0,10,0,M2 Rowan University,/static/img/backup.png
12,4,Jarred Krasner,14,0,4,4,0,0,38,0,M2 Rowan University,/static/img/backup.png
13,6,Mike Deford,13,2,1,3,0,0,0,0,M2 Rowan University,/static/img/backup.png
14,7,Ryan Echavarria,20,1,2,3,0,0,2,0,M2 Rowan University,/static/img/backup.png
15,29,CJ Castorina,19,1,2,3,0,0,6,0,M2 Rowan University,/static/img/backup.png
16,23,Jake Kelley,15,1,2,3,0,0,8,0,M2 Rowan University,/static/img/backup.png
17,10,Colin Sullo,18,0,3,3,0,0,20,0,M2 Rowan University,/static/img/backup.png
18,17,Frank Christy,17,0,2,2,0,0,14,0,M2 Rowan University,/static/img/backup.png
19,3,Brendan Milliken,19,1,0,1,0,0,10,0,M2 Rowan University,/static/img/backup.png
20,26,Luc Froio,16,1,0,1,0,0,0,0,M2 Rowan University,/static/img/backup.png
21,9,Steven Kanakaris,13,1,0,1,0,0,8,0,M2 Rowan University,/static/img/backup.png
22,8,John Fogelman,10,1,0,1,0,0,2,0,M2 Rowan University,/static/img/backup.png
23,36,AJ Colella,12,0,0,0,0,0,0,0,M2 Rowan University,/static/img/backup.png
24,35,Kyle Rink,10,0,0,0,0,0,0,0,M2 Rowan University,/static/img/backup.png
25,30,Jerah Siegal,1,0,0,0,0,0,0,0,M2 Rowan University,/static/img/backup.png
0,16,Anthony Margiotta,18,14,13,27,2,0,28,2,M2 Rutgers University,/static/img/backup.png
1,11,Ryan Hille,18,10,13,23,4,0,18,1,M2 Rutgers University,/static/img/backup.png
2,98,Branden Kushnir,16,8,10,18,3,0,20,0,M2 Rutgers University,/static/img/backup.png
3,25,Kyle Smith,17,7,11,18,4,0,14,0,M2 Rutgers University,/static/img/backup.png
4,19,Joshua LoGiudice,18,7,7,14,0,1,2,3,M2 Rutgers University,/static/img/backup.png
5,83,Nicholas Monticchio,18,4,10,14,0,0,6,0,M2 Rutgers University,/static/img/backup.png
6,17,Timothy Bizub,18,5,8,13,1,0,16,0,M2 Rutgers University,/static/img/backup.png
7,8,Timothy Anzano,18,4,9,13,1,1,6,0,M2 Rutgers University,/static/img/backup.png
8,9,Douglas Fischer,16,4,6,10,0,1,8,2,M2 Rutgers University,/static/img/backup.png
9,2,Sean Murphy,18,2,8,10,1,0,26,0,M2 Rutgers University,/static/img/backup.png
10,4,Anthony Poppalardo,15,4,5,9,2,0,10,1,M2 Rutgers University,/static/img/backup.png
11,21,Thomas Bruckman,18,1,5,6,0,0,32,0,M2 Rutgers University,/static/img/backup.png
12,10,Paul Stryker,16,3,2,5,0,0,8,0,M2 Rutgers University,/static/img/backup.png
13,7,Connor Zrinko,13,3,2,5,1,0,4,0,M2 Rutgers University,/static/img/backup.png
14,63,Christian Hoppeler,13,2,3,5,0,0,5,1,M2 Rutgers University,/static/img/backup.png
15,44,Robert Proko,14,3,0,3,0,0,4,0,M2 Rutgers University,/static/img/backup.png
16,3,Justin Dalonzo,13,2,1,3,0,1,4,0,M2 Rutgers University,/static/img/backup.png
17,12,Brian Mazur,16,0,3,3,0,0,6,0,M2 Rutgers University,/static/img/backup.png
18,0,Luke Ciocca,9,2,0,2,0,0,2,0,M2 Rutgers University,/static/img/backup.png
19,5,Kevin Mccoy,17,0,2,2,0,0,16,0,M2 Rutgers University,/static/img/backup.png
20,93,Sean Ely,9,0,2,2,0,0,0,0,M2 Rutgers University,/static/img/backup.png
21,88,Steven Gibilisco,15,0,1,1,0,0,0,0,M2 Rutgers University,/static/img/backup.png
22,97,Trevor Smolsky,8,0,1,1,0,0,0,0,M2 Rutgers University,/static/img/backup.png
23,35,Matthew Dalonzo,2,0,1,1,0,0,0,0,M2 Rutgers University,/static/img/backup.png
24,26,Zachary Baker,11,0,0,0,0,0,6,0,M2 Rutgers University,/static/img/backup.png
25,13,Corbin Divenuto,5,0,0,0,0,0,0,0,M2 Rutgers University,/static/img/backup.png
26,0,James Nitti,3,0,0,0,0,0,0,0,M2 Rutgers University,/static/img/backup.png
27,0,Kier Hunt,0,0,0,0,0,0,0,0,M2 Rutgers University,/static/img/backup.png
0,2,Edmund Corvelli,19,26,14,40,8,0,2,5,M2 Saint Josephs University,/static/img/backup.png
1,22,Francis Mcveigh,19,11,21,32,3,1,6,0,M2 Saint Josephs University,/static/img/backup.png
2,10,Will Egbert,19,12,16,28,2,1,42,3,M2 Saint Josephs University,/static/img/backup.png
3,19,Cade Macbeth,17,4,10,14,3,0,6,0,M2 Saint Josephs University,/static/img/backup.png
4,8,Liam Morgan,19,6,3,9,1,0,8,2,M2 Saint Josephs University,/static/img/backup.png
5,11,Griffin Pierce,19,6,2,8,1,0,2,1,M2 Saint Josephs University,/static/img/backup.png
6,5,Rocco Maniaci,19,1,4,5,0,0,20,0,M2 Saint Josephs University,/static/img/backup.png
7,93,Derrick Ciesielka,18,0,5,5,0,0,12,0,M2 Saint Josephs University,/static/img/backup.png
8,12,Evan Macdougall,18,0,4,4,0,0,24,0,M2 Saint Josephs University,/static/img/backup.png
9,91,Patrick Hoffman,18,1,2,3,0,0,19,0,M2 Saint Josephs University,/static/img/backup.png
10,26,Michael Sasso,19,0,3,3,0,0,18,0,M2 Saint Josephs University,/static/img/backup.png
11,18,Zachary Marzo,15,1,1,2,0,0,2,0,M2 Saint Josephs University,/static/img/backup.png
12,24,Nick Deandrade,7,1,1,2,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
13,30,Michael Haldeman,6,1,1,2,1,0,0,0,M2 Saint Josephs University,/static/img/backup.png
14,14,Sean Obeirne,19,0,2,2,0,0,10,0,M2 Saint Josephs University,/static/img/backup.png
15,21,Alex Anderson,6,0,1,1,0,0,6,0,M2 Saint Josephs University,/static/img/backup.png
16,15,Tyler Finerty,16,0,0,0,0,0,4,0,M2 Saint Josephs University,/static/img/backup.png
17,9,Paul Argiriou,14,0,0,0,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
18,17,Brennan Yeabsley,14,0,0,0,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
19,25,Conor Brown,14,0,0,0,0,0,2,0,M2 Saint Josephs University,/static/img/backup.png
20,48,Pety Buontempo,14,0,0,0,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
21,68,Edward Bacon,12,0,0,0,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
22,72,Troy Stefano,12,0,0,0,0,0,2,0,M2 Saint Josephs University,/static/img/backup.png
23,1,Edward Bowen,2,0,0,0,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
24,3,Colin Powell,1,0,0,0,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
25,35,Marco Farley,0,0,0,0,0,0,0,0,M2 Saint Josephs University,/static/img/backup.png
0,55,Thomas Healy,18,14,10,24,7,0,10,3,M2 Seton Hall University,/static/img/backup.png
1,34,Cam Toussaint,18,11,5,16,1,1,26,0,M2 Seton Hall University,/static/img/backup.png
2,3,Benjamin Bala,17,4,7,11,2,0,27,0,M2 Seton Hall University,/static/img/backup.png
3,6,Nick Serapiglia,18,3,8,11,0,1,20,1,M2 Seton Hall University,/static/img/backup.png
4,29,Nick Mangano,18,4,5,9,0,0,8,0,M2 Seton Hall University,/static/img/backup.png
5,25,Luke Kirkowski,19,2,7,9,0,0,8,0,M2 Seton Hall University,/static/img/backup.png
6,12,Jeremy Grabiec,18,5,3,8,1,0,10,1,M2 Seton Hall University,/static/img/backup.png
7,33,Justin Petracco,19,0,6,6,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
8,9,Hayden Rossi,19,2,3,5,1,0,18,0,M2 Seton Hall University,/static/img/backup.png
9,26,Tanner Purcel,19,1,4,5,0,0,2,0,M2 Seton Hall University,/static/img/backup.png
10,72,Jenson Labrecque,17,2,2,4,0,0,12,1,M2 Seton Hall University,/static/img/backup.png
11,21,Max Allen,13,0,3,3,0,0,16,0,M2 Seton Hall University,/static/img/backup.png
12,39,Keegan Sullivan,13,2,0,2,1,0,0,0,M2 Seton Hall University,/static/img/backup.png
13,4,Robert Anderson,18,1,1,2,0,0,10,0,M2 Seton Hall University,/static/img/backup.png
14,40,Joseph Winkle,18,1,1,2,0,0,2,0,M2 Seton Hall University,/static/img/backup.png
15,27,John Zabriskie,17,0,2,2,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
16,70,Trevor Levine,17,0,0,0,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
17,16,Ryne Herzfeld,16,0,0,0,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
18,32,Ryan Westerfield,12,0,0,0,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
19,37,Kyle Stephens,12,0,0,0,0,0,2,0,M2 Seton Hall University,/static/img/backup.png
20,30,Joseph Carbone,11,0,0,0,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
21,43,Adam Spitz,7,0,0,0,0,0,10,0,M2 Seton Hall University,/static/img/backup.png
22,22,Matthew Melfi,5,0,0,0,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
23,31,John Mccarthy,5,0,0,0,0,0,0,0,M2 Seton Hall University,/static/img/backup.png
0,72,Brandon Scholze,25,14,12,26,4,0,76,3,M2 Stevenson University,/static/img/backup.png
1,10,Mark Bowen,23,10,16,26,1,0,32,1,M2 Stevenson University,/static/img/backup.png
2,25,Brian Hodges,25,8,14,22,1,0,30,1,M2 Stevenson University,/static/img/backup.png
3,23,Ian Malone,25,11,9,20,2,0,10,1,M2 Stevenson University,/static/img/backup.png
4,4,Brenden Jesse,24,9,9,18,1,0,8,1,M2 Stevenson University,/static/img/backup.png
5,13,Thomas Foschini,24,9,9,18,3,1,40,1,M2 Stevenson University,/static/img/backup.png
6,14,Joshua Watterson,24,5,13,18,0,0,4,0,M2 Stevenson University,/static/img/backup.png
7,71,Gary Matyok,25,7,8,15,4,0,24,1,M2 Stevenson University,/static/img/backup.png
8,6,Joe Kittelberger,23,3,9,12,2,0,27,0,M2 Stevenson University,/static/img/backup.png
9,17,Val Ramage,24,6,5,11,0,0,62,1,M2 Stevenson University,/static/img/backup.png
10,18,Aaron Rovenolt,25,2,8,10,2,0,8,0,M2 Stevenson University,/static/img/backup.png
11,68,Jake Vance,21,4,3,7,1,0,2,0,M2 Stevenson University,/static/img/backup.png
12,5,Kenneth Burkhardt,25,1,2,3,0,0,14,0,M2 Stevenson University,/static/img/backup.png
13,31,Pierce Dushenko,22,0,3,3,0,0,2,0,M2 Stevenson University,/static/img/backup.png
14,57,Daniel Tregobov,15,1,1,2,0,0,6,0,M2 Stevenson University,/static/img/backup.png
15,16,Dylan Candleana,25,0,2,2,0,0,28,0,M2 Stevenson University,/static/img/backup.png
16,7,Trevor Hunt,24,0,2,2,0,0,14,0,M2 Stevenson University,/static/img/backup.png
17,24,Eric Bennett,15,1,0,1,0,0,21,1,M2 Stevenson University,/static/img/backup.png
18,26,Jakob Klemash Kresge,22,0,1,1,0,0,2,0,M2 Stevenson University,/static/img/backup.png
19,9,Skip Carter,12,0,1,1,0,0,2,0,M2 Stevenson University,/static/img/backup.png
20,28,Jake Sholders,17,0,0,0,0,0,2,0,M2 Stevenson University,/static/img/backup.png
21,51,Ben Fino,14,0,0,0,0,0,0,0,M2 Stevenson University,/static/img/backup.png
22,21,Connor Melvin,12,0,0,0,0,0,0,0,M2 Stevenson University,/static/img/backup.png
23,30,David Shahady,6,0,0,0,0,0,0,0,M2 Stevenson University,/static/img/backup.png
24,37,Marcelo Palacios,2,0,0,0,0,0,0,0,M2 Stevenson University,/static/img/backup.png
0,96,Kristopher Hastings,30,25,16,41,6,3,32,3,M2 The College of New Jersey,/static/img/backup.png
1,19,Anthony DeAlto,30,13,23,36,1,0,38,2,M2 The College of New Jersey,/static/img/backup.png
2,11,Jameson Dugan,30,14,12,26,5,0,34,1,M2 The College of New Jersey,/static/img/backup.png
3,9,Travis Beni,28,6,20,26,3,0,18,2,M2 The College of New Jersey,/static/img/backup.png
4,25,Dan Martin,30,10,13,23,5,0,8,3,M2 The College of New Jersey,/static/img/backup.png
5,3,Marc Tietjen,30,9,14,23,8,0,32,2,M2 The College of New Jersey,/static/img/backup.png
6,28,Matt Lojewski,31,6,14,20,3,0,14,2,M2 The College of New Jersey,/static/img/backup.png
7,21,Andrew Summa,28,6,14,20,0,0,24,0,M2 The College of New Jersey,/static/img/backup.png
8,53,Andrew Lem,30,3,16,19,0,0,22,0,M2 The College of New Jersey,/static/img/backup.png
9,12,JP Kelly,18,14,4,18,2,1,24,1,M2 The College of New Jersey,/static/img/backup.png
10,93,Ryan Anderson,31,6,12,18,2,0,12,0,M2 The College of New Jersey,/static/img/backup.png
11,97,Michael Hannigan,28,3,9,12,1,0,2,0,M2 The College of New Jersey,/static/img/backup.png
12,23,Patrick Coyle,31,6,3,9,2,0,2,1,M2 The College of New Jersey,/static/img/backup.png
13,26,Kevin Broskie,27,3,3,6,0,0,2,0,M2 The College of New Jersey,/static/img/backup.png
14,7,Lawrence Krugliak,28,2,4,6,0,0,39,2,M2 The College of New Jersey,/static/img/backup.png
15,75,Logan Viducic,30,2,2,4,0,0,22,1,M2 The College of New Jersey,/static/img/backup.png
16,44,Patrick Willever,28,2,2,4,0,0,2,0,M2 The College of New Jersey,/static/img/backup.png
17,55,Sean Leonard,25,1,3,4,0,0,0,0,M2 The College of New Jersey,/static/img/backup.png
18,10,Glenn Puzo,21,1,1,2,0,0,0,0,M2 The College of New Jersey,/static/img/backup.png
19,51,John Green,16,1,1,2,0,0,0,0,M2 The College of New Jersey,/static/img/backup.png
20,5,Chris Cantelmo,29,0,2,2,0,0,4,0,M2 The College of New Jersey,/static/img/backup.png
21,70,Michael Lojewski,22,0,0,0,0,0,2,0,M2 The College of New Jersey,/static/img/backup.png
22,8,Daniel Dorokhin,21,0,0,0,0,0,16,0,M2 The College of New Jersey,/static/img/backup.png
23,56,Nick Pontoriero,10,0,0,0,0,0,0,0,M2 The College of New Jersey,/static/img/backup.png
24,38,Maverick Reiner,9,0,0,0,0,0,0,0,M2 The College of New Jersey,/static/img/backup.png
25,34,Nicholas Montemarano,2,0,0,0,0,0,0,0,M2 The College of New Jersey,/static/img/backup.png
0,17,Kevin Harris,17,14,5,19,1,0,6,3,M2 United States Naval Academy,/static/img/backup.png
1,2,Jack Martensen,17,4,6,10,1,0,8,0,M2 United States Naval Academy,/static/img/backup.png
2,9,Tom Mcgowan,16,3,5,8,0,0,6,0,M2 United States Naval Academy,/static/img/backup.png
3,16,Cameron Dean,17,3,2,5,1,0,0,0,M2 United States Naval Academy,/static/img/backup.png
4,21,Lincoln Jones,17,3,2,5,0,0,0,0,M2 United States Naval Academy,/static/img/backup.png
5,20,Jack Mclaughlin,16,0,5,5,0,0,10,0,M2 United States Naval Academy,/static/img/backup.png
6,12,Ian Coyne,14,3,1,4,0,0,6,0,M2 United States Naval Academy,/static/img/backup.png
7,19,Luke Ostrowski,14,3,1,4,1,0,27,1,M2 United States Naval Academy,/static/img/backup.png
8,29,Garrett Hamilton,16,1,3,4,0,0,2,0,M2 United States Naval Academy,/static/img/backup.png
9,6,Nicolas Galup,14,0,4,4,0,0,6,0,M2 United States Naval Academy,/static/img/backup.png
10,15,Ryan Samotis,15,2,1,3,0,1,4,0,M2 United States Naval Academy,/static/img/backup.png
11,5,Banrjee,14,2,1,3,0,0,4,0,M2 United States Naval Academy,/static/img/backup.png
12,11,Owen Norton,17,1,2,3,0,0,28,0,M2 United States Naval Academy,/static/img/backup.png
13,4,Maxwell Shuman,16,1,2,3,1,0,4,0,M2 United States Naval Academy,/static/img/backup.png
14,26,Cullen Crowley,17,0,2,2,0,0,24,0,M2 United States Naval Academy,/static/img/backup.png
15,8,Nate Hersom,15,1,0,1,0,0,2,0,M2 United States Naval Academy,/static/img/backup.png
16,24,Sean Bowman,13,0,1,1,0,0,0,0,M2 United States Naval Academy,/static/img/backup.png
17,22,Emmett Jenkins,12,0,1,1,0,0,4,0,M2 United States Naval Academy,/static/img/backup.png
18,28,Sal Ciolino,8,0,1,1,0,0,2,0,M2 United States Naval Academy,/static/img/backup.png
19,10,Connor Meadows,5,0,1,1,0,0,0,0,M2 United States Naval Academy,/static/img/backup.png
20,30,Skippy Sheldon,17,0,0,0,0,0,2,0,M2 United States Naval Academy,/static/img/backup.png
21,18,Francis Thomas,16,0,0,0,0,0,4,0,M2 United States Naval Academy,/static/img/backup.png
22,1,Nick Gordon,2,0,0,0,0,0,0,0,M2 United States Naval Academy,/static/img/backup.png
0,19,Dominic Conte,20,21,13,34,5,1,8,0,M2 University of Akron,/static/img/backup.png
1,9,Jordan Campbell,20,11,13,24,2,0,30,1,M2 University of Akron,/static/img/backup.png
2,10,Justin Eles,21,12,11,23,0,0,14,3,M2 University of Akron,/static/img/backup.png
3,18,Cameron Wilson,21,8,14,22,1,0,4,1,M2 University of Akron,/static/img/backup.png
4,97,Kyle Gavin,21,4,9,13,2,0,20,1,M2 University of Akron,/static/img/backup.png
5,13,Evan Yaist,20,5,7,12,1,0,6,0,M2 University of Akron,/static/img/backup.png
6,26,Jake Schlosser,9,5,7,12,0,0,0,1,M2 University of Akron,/static/img/backup.png
7,45,Colt Reynolds,10,7,4,11,0,1,14,0,M2 University of Akron,/static/img/backup.png
8,25,John Dunn,19,7,3,10,0,0,33,2,M2 University of Akron,/static/img/backup.png
9,12,Evan Acino,21,6,3,9,0,0,49,1,M2 University of Akron,/static/img/backup.png
10,54,Peter Moukoulis,21,3,6,9,1,1,18,1,M2 University of Akron,/static/img/backup.png
11,82,Josh Emery,20,4,3,7,1,0,4,1,M2 University of Akron,/static/img/backup.png
12,11,Ryan Kalmar,21,2,4,6,0,0,19,0,M2 University of Akron,/static/img/backup.png
13,7,Nicolai Kolasinski,17,0,6,6,0,0,27,0,M2 University of Akron,/static/img/backup.png
14,41,Gage Glassner,20,1,4,5,0,0,0,0,M2 University of Akron,/static/img/backup.png
15,48,Jake Raymore,13,1,2,3,1,0,6,0,M2 University of Akron,/static/img/backup.png
